UserId	二级品类	会员创建日期	留存率分组	省	省市	销售日期	销售量
93011486042	喂养器具	2013/2/17 星期日 14:33:37	高留存率	SH	SH	2014/4/20 星期日	1
75911487605	喂养器具	2013/2/17 星期日 18:47:00	高留存率	SH	SH	2014/6/5 星期四	1
75911487605	喂养器具	2013/2/17 星期日 18:47:00	高留存率	SH	SH	2013/12/3 星期二	1
66511487816	喂养器具	2013/2/17 星期日 19:51:59	高留存率	SH	SH	2013/2/28 星期四	1
66511487816	喂养器具	2013/2/17 星期日 19:51:59	高留存率	SH	SH	2013/2/28 星期四	1
42711489295	喂养器具	2013/2/18 星期一 15:01:11	高留存率	SH	SH	2013/6/19 星期三	1
80911492733	喂养器具	2013/2/19 星期二 16:15:13	高留存率	SH	SH	2013/9/7 星期六	-1
80911492733	喂养器具	2013/2/19 星期二 16:15:13	高留存率	SH	SH	2013/9/2 星期一	1
80911492733	喂养器具	2013/2/19 星期二 16:15:13	高留存率	SH	SH	2013/4/24 星期三	1
80911492733	喂养器具	2013/2/19 星期二 16:15:13	高留存率	SH	SH	2013/8/6 星期二	1
80911492733	喂养器具	2013/2/19 星期二 16:15:13	高留存率	SH	SH	2013/9/7 星期六	1
50111493265	喂养器具	2013/2/19 星期二 17:55:48	高留存率	SH	SH	2013/7/21 星期日	1
50111493265	喂养器具	2013/2/19 星期二 17:55:48	高留存率	SH	SH	2013/7/21 星期日	1
19511495240	喂养器具	2013/2/20 星期三 14:26:13	高留存率	SH	SH	2013/11/14 星期四	1
19511495240	喂养器具	2013/2/20 星期三 14:26:13	高留存率	SH	SH	2013/7/28 星期日	1
19511495240	喂养器具	2013/2/20 星期三 14:26:13	高留存率	SH	SH	2013/2/26 星期二	1
19511495240	喂养器具	2013/2/20 星期三 14:26:13	高留存率	SH	SH	2014/3/29 星期六	1
